CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
41050934,THE IRISH ROVER,Queens,37-18,28 AVENUE,11103.0,7182789372,Irish,12/12/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,21.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.76611237752,-73.91508071515,401.0,22.0,6502.0,4010710.0,4006610024.0,QN70,POINT (-73.915080715146 40.766112377523)
50120831,THE BIRRIA ON THE BLOCK,Queens,104-02,NORTHERN BOULEVARD,11368.0,3474307698,Mexican,12/12/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,10.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.75768401538,-73.86447051132,403.0,21.0,37900.0,4042649.0,4017190001.0,QN26,POINT (-73.864470511323 40.757684015383)
50116475,CENTRAL CARIBBEAN BAKERY,Bronx,730,NEREID AVENUE,10466.0,3475425543,Bakery Products/Desserts,12/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.89803364832,-73.85325552001,212.0,11.0,43400.0,2069898.0,2050470023.0,BX62,POINT (-73.853255520007 40.898033648321)
50146324,RED ROVER,Brooklyn,928,MANHATTAN AVENUE,11222.0,9177769888,Coffee/Tea,12/12/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,17.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.73109785393,-73.95440021678,301.0,33.0,57500.0,3064607.0,3025510002.0,BK76,POINT (-73.954400216784 40.731097853931)
50046429,CHARO RESTAURANT,Queens,102-01,37 AVENUE,11368.0,7187797730,Spanish,12/12/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.75304904009,-73.86525959659,403.0,21.0,37900.0,4043329.0,4017430035.0,QN26,POINT (-73.865259596585 40.75304904009)
50057940,THE CRAIC,Brooklyn,488,DRIGGS AVENUE,11211.0,3473842772,Irish,12/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.71850230322,-73.95486701561,301.0,33.0,51700.0,3061702.0,3023050018.0,BK73,POINT (-73.954867015605 40.718502303219)
50116531,CIRCLE PIZZA & RESTAURANT,Bronx,1926A,CROSS BRONX EXPRESSWAY,10472.0,5168508942,Pizza,12/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.83263989717,-73.85943154104,209.0,18.0,7200.0,2025966.0,2037940127.0,BX55,POINT (-73.859431541044 40.832639897168)
41482610,VAMOS AL TEQUILA,Brooklyn,162,FRANKLIN STREET,11222.0,7183830808,Mexican,12/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.73075328777,-73.95772714958,301.0,33.0,56500.0,3064539.0,3025500002.0,BK76,POINT (-73.957727149581 40.730753287767)
50156301,ROSA'S STEAKHOUSE,Brooklyn,567,WILSON AVENUE,11207.0,9176805463,Other,12/12/2025,Violations were cited in the following area(s).,28-05,"Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",Not Critical,25.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.69113981803,-73.90890216386,304.0,37.0,43700.0,3078857.0,3034120001.0,BK77,POINT (-73.90890216386 40.691139818033)
50098640,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Queens,90-58,SUTPHIN BOULEVARD,11435.0,9084272689,Caribbean,12/12/2025,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13.0,A,12/12/2025,08/27/2026,Cycle Inspection / Re-inspection,40.70157701069,-73.80792249142,412.0,27.0,21200.0,4213899.0,4099870018.0,QN61,POINT (-73.807922491419 40.701577010694)
50128261,EL MEXICANO,Brooklyn,230,HOYT STREET,11217.0,3478702678,Mexican,12/12/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.68323769546,-73.990055896,306.0,33.0,6900.0,3006566.0,3004090034.0,BK38,POINT (-73.990055896001 40.683237695461)
50155971,WENDY'S,Queens,72-32,BROADWAY,11372.0,7184581921,Hamburgers,12/12/2025,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,2.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.74746822346,-73.89327709373,403.0,25.0,26500.0,4529527.0,4012830085.0,QN50,POINT (-73.893277093731 40.747468223462)
50092077,CAFE MOCHA,Queens,64-08,MYRTLE AVENUE,11385.0,7184904180,Coffee/Tea,12/12/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.70097898236,-73.89210755518,405.0,30.0,57700.0,4086897.0,4035930019.0,QN19,POINT (-73.892107555183 40.700978982357)
50070439,PAPA JOHN'S PIZZA,Bronx,868,EAST TREMONT AVENUE,10460.0,7187927272,Pizza,12/12/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.8429485535,-73.88617313908,206.0,17.0,36502.0,2010157.0,2029600066.0,BX17,POINT (-73.886173139077 40.842948553498)
40947038,POPEYES,Queens,104-13,LEFFERTS BOULEVARD,11419.0,9173460697,Chicken,12/12/2025,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,5.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.68594389308,-73.82402389569,410.0,28.0,16600.0,4204235.0,4095730001.0,QN55,POINT (-73.824023895688 40.685943893083)
50143544,MA KIN,Queens,74-19,METROPOLITAN AVENUE,11379.0,9294522601,Thai,12/12/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,33.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.71292588083,-73.87736369815,405.0,30.0,65703.0,4071761.0,4030650022.0,QN21,POINT (-73.877363698149 40.712925880832)
50059238,SANGARITA'S,Queens,40-02,BELL BOULEVARD,11361.0,7184282727,Tapas,12/12/2025,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.76414551024,-73.77127718497,411.0,19.0,112300.0,4137556.0,4062370027.0,QN46,POINT (-73.771277184967 40.764145510241)
50042386,CHIPOTLE MEXICAN GRILL,Queens,87-10,NORTHERN BOULEVARD,11372.0,7184248031,Tex-Mex,12/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.75605498516,-73.88051449864,403.0,25.0,27900.0,4035342.0,4014350001.0,QN28,POINT (-73.880514498644 40.756054985164)
50143929,JERSEY MIKE'S,Staten Island,2714,HYLAN BOULEVARD,10306.0,7186190365,Sandwiches,12/12/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,12/12/2025,08/27/2026,Cycle Inspection / Re-inspection,40.56625908554,-74.11397264329,502.0,50.0,12806.0,5107587.0,5039830013.0,SI25,POINT (-74.113972643293 40.566259085539)
50151083,NO FILTER COFFEE,Brooklyn,175,PROSPECT AVENUE,11215.0,2254416263,Coffee/Tea,12/12/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.66580036467,-73.99325218366,307.0,39.0,11700.0,3024085.0,3010510039.0,BK37,POINT (-73.993252183664 40.665800364669)
50112438,SMASHBURGER #1743,Queens,40-35,82 STREET,11373.0,9177455965,Hamburgers,12/12/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.74677279771,-73.88377209632,404.0,25.0,26901.0,4619702.0,4014930015.0,QN29,POINT (-73.883772096316 40.746772797705)
50064230,PUPUSERIA SALVADORENA,Bronx,1824,WESTCHESTER AVENUE,10472.0,7184094013,Spanish,12/12/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,6.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.83219665131,-73.86518180897,209.0,18.0,7000.0,2024782.0,2037650038.0,BX55,POINT (-73.865181808969 40.832196651308)
50104832,LOS MISMOS AMIGOS,Queens,104-11,ROOSEVELT AVENUE,11368.0,7183358704,Latin American,12/12/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.7500004741,-73.86137869878,403.0,21.0,40300.0,4044655.0,4017760065.0,QN26,POINT (-73.861378698781 40.750000474103)
50101959,CHOCK FULL O' NUT,Brooklyn,1701,AVENUE M,11230.0,6464962867,Coffee/Tea,12/12/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.61823403654,-73.95800399845,314.0,44.0,53800.0,3180693.0,3067370058.0,BK43,POINT (-73.958003998446 40.618234036542)
50076537,PATMAR BAKE SHOP,Queens,223-10,SOUTH CONDUIT AVENUE,11413.0,3474898053,Caribbean,12/12/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.66546350484,-73.75450945111,413.0,31.0,68000.0,4287380.0,4135030007.0,QN03,POINT (-73.754509451107 40.665463504837)
50150331,SAVOY BAKERY,Brooklyn,883,39 STREET,11232.0,7184396343,Chinese,12/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.64629608004,-73.99567214249,312.0,38.0,9000.0,3017769.0,3009080143.0,BK34,POINT (-73.995672142488 40.646296080043)
50103094,ANTIOQUENA BAKERY,Queens,96-08,ROOSEVELT AVENUE,11368.0,9544222183,Latin American,12/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.74916429555,-73.86922309604,404.0,21.0,37500.0,4040223.0,4016050072.0,QN26,POINT (-73.869223096044 40.749164295551)
50117249,BEANS AND LEAVES CAFE,Staten Island,4916,ARTHUR KILL ROAD,10309.0,7184480276,American,12/12/2025,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,20.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.52251391639,-74.23926611911,503.0,51.0,22600.0,5145402.0,5075840042.0,SI11,POINT (-74.239266119107 40.522513916389)
50033431,LEBRON RESTAURANT,Brooklyn,1567A,PITKIN AVENUE,11212.0,7183429070,Spanish,12/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.66895074363,-73.91568433116,316.0,41.0,90200.0,3326460.0,3034940028.0,BK81,POINT (-73.915684331159 40.668950743628)
50097060,55 DELI-COFFEE SHOP,Queens,55-14,37 AVENUE,11377.0,9293259679,Mexican,12/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.75077919421,-73.90678108319,402.0,26.0,25500.0,4430199.0,4012100007.0,QN63,POINT (-73.906781083191 40.750779194209)
41201903,GOLDEN HARBOR,Queens,82-16,63 AVENUE,11379.0,7183351888,Chinese,12/12/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,47.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.72225170914,-73.87399855211,405.0,30.0,66300.0,4069276.0,4029930006.0,QN21,POINT (-73.873998552108 40.722251709135)
